"Token","InstrumentName","ShortName","Series","ExpiryDate","StrikePrice","OptionType","CALevel","PermittedToTrade","IssueCapital","WarningQty","FreezeQty","CreditRating","NormalMarketStatus","OddLotMarketStatus","SpotMarketStatus","AuctionMarketStatus","NormalMarketEligibility","OddLotMarketEligibility","SpotMarketEligibility","AuctionMarketEligibility","IssueRate","IssueStartDate","InterestPaymentDate","IssueMaturityDate","MarginPercentage","MinimumLotQty","LotSize","TickSize","CompanyName","ListingDate","ExpulsionDate","ReAdmissionDate","RecordDate","LowPriceRange","HighPriceRange","SecurityExpiryDate","NoDeliveryStartDate","NoDeliveryEndDate","MF","AON","ParticipantInMarketIndex","BookClsStartDate","BookClsEndDate","ExcerciseStartDate","ExcerciseEndDate","OldToken","AssetInstrument","AssetName","AssetToken","IntrinsicValue","ExtrinsicValue","ExcerciseStyle","EGM","AGM","Interest","Bonus","Rights","Dividends","ExAllowed","ExRejectionAllowed","PlAllowed","IsThisAsset","IsCorpAdjusted","LocalUpdateDatetime","DeleteFlag","Remarks","BasePrice","ExchangeCode"
"4867","OPTCUR","EURINR","OPTION","26-Sep-2024",98.5000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.0125,0.0475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.4775,"EURINR"
"6306","OPTCUR","JPYINR","OPTION","27-Dec-2024",65.0000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.015,0.045,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.4225,"JPYINR"
"6293","OPTCUR","JPYINR","OPTION","27-Dec-2024",64.7500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.025,0.055,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.5175,"JPYINR"
"4963","OPTCUR","EURINR","OPTION","27-Dec-2024",98.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",6.6525,8.0275,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.76,"EURINR"
"6307","OPTCUR","JPYINR","OPTION","27-Dec-2024",65.0000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",9.245,10.475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.6475,"JPYINR"
"6297","OPTCUR","JPYINR","OPTION","27-Dec-2024",64.7500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",9.0075,10.2325,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.51,"JPYINR"
"4949","OPTCUR","EURINR","OPTION","27-Dec-2024",98.5000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.18,0.34,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.175,"EURINR"
"1266","OPTCUR","EURINR","OPTION","26-Jun-2024",85.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"EURINR"
"1526","OPTCUR","EURINR","OPTION","26-Jun-2024",91.0000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.0025,0.14,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.055,"EURINR"
"1471","OPTCUR","EURINR","OPTION","26-Jun-2024",89.5000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.0775,0.9925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.535,"EURINR"
"4946","OPTCUR","EURINR","OPTION","27-Dec-2024",98.2500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.1925,0.3675,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.2625,"EURINR"
"1103","OPTCUR","EURINR","OPTION","26-Jun-2024",83.7500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",5.2175,6.7525,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.985,"EURINR"
"1546","OPTCUR","EURINR","OPTION","26-Jun-2024",91.5000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.0025,0.055,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.02,"EURINR"
"1373","OPTCUR","EURINR","OPTION","26-Jun-2024",87.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.0025,0.015,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.005,"EURINR"
"1834","OPTCUR","EURINR","OPTION","26-Jun-2024",95.2500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"EURINR"
"1362","OPTCUR","EURINR","OPTION","26-Jun-2024",87.0000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"EURINR"
"1668","OPTCUR","EURINR","OPTION","26-Jun-2024",93.2500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"EURINR"
"1803","OPTCUR","EURINR","OPTION","26-Jun-2024",94.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",3.995,5.53,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.7625,"EURINR"
"1557","OPTCUR","EURINR","OPTION","26-Jun-2024",91.7500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.0025,0.03,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.01,"EURINR"
"1604","OPTCUR","EURINR","OPTION","26-Jun-2024",92.5000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"EURINR"
"1830","OPTCUR","EURINR","OPTION","26-Jun-2024",95.0000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO","","","","",4.495,6.03,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.2625,"EURINR"
"10032","OPTCUR","JPYINR","OPTION","26-Jun-2024",58.7500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",5.2,6.455,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.8275,"JPYINR"
"6612","OPTCUR","JPYINR","OPTION","26-Jun-2024",56.7500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",3.2025,4.4575,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.83,"JPYINR"
"3440","OPTCUR","GBPINR","OPTION","26-Jun-2024",107.2500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.185,"GBPINR"
"5593","OPTCUR","JPYINR","OPTION","26-Jun-2024",56.5000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"JPYINR"
"3975","OPTCUR","JPYINR","OPTION","26-Jun-2024",52.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.355,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1625,"JPYINR"
"3922","OPTCUR","JPYINR","OPTION","26-Jun-2024",51.2500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",1.055,2.285,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.67,"JPYINR"
"5342","OPTCUR","JPYINR","OPTION","26-Jun-2024",55.0000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",1.4625,2.7075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.085,"JPYINR"
"3933","OPTCUR","JPYINR","OPTION","26-Jun-2024",51.7500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.08,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.03,"JPYINR"
"5408","OPTCUR","JPYINR","OPTION","26-Jun-2024",55.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",1.955,3.21,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.5825,"JPYINR"
"11311","OPTCUR","JPYINR","OPTION","26-Jun-2024",59.2500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",5.7,6.955,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.3275,"JPYINR"
"12281","OPTCUR","JPYINR","OPTION","26-Jun-2024",60.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",6.9475,8.2025,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",7.575,"JPYINR"
"13739","OPTCUR","JPYINR","OPTION","26-Jun-2024",62.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",8.945,10.2,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",9.5725,"JPYINR"
"13743","OPTCUR","JPYINR","OPTION","26-Jun-2024",63.0000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",9.445,10.7,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",10.0725,"JPYINR"
"13792","OPTCUR","USDINR","OPTION","26-Jun-2024",80.0000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.1325,3.7875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.46,"USDINR"
"13746","OPTCUR","USDINR","OPTION","26-Jun-2024",76.0000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",7.1325,7.7875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",8.2775,"USDINR"
"13758","OPTCUR","USDINR","OPTION","26-Jun-2024",77.5000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.6325,6.2875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.96,"USDINR"
"13790","OPTCUR","USDINR","OPTION","26-Jun-2024",79.7500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.3825,4.0375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.71,"USDINR"
"13747","OPTCUR","USDINR","OPTION","26-Jun-2024",76.0000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.045,"USDINR"
"13761","OPTCUR","USDINR","OPTION","26-Jun-2024",77.7500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13816","OPTCUR","USDINR","OPTION","26-Jun-2024",81.5000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.6325,2.2875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.96,"USDINR"
"13831","OPTCUR","USDINR","OPTION","26-Jun-2024",83.2500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",2855,1,1000,0.0025,"US Dollars","","","","",0.0025,0.19,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0875,"USDINR"
"13835","OPTCUR","USDINR","OPTION","26-Jun-2024",83.7500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",5,1,1000,0.0025,"US Dollars","","","","",0.1125,0.6025,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.3575,"USDINR"
"13846","OPTCUR","USDINR","OPTION","26-Jun-2024",85.2500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"14000","OPTCUR","USDINR","OPTION","26-Jun-2024",87.2500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.7875,"USDINR"
"14003","OPTCUR","USDINR","OPTION","26-Jun-2024",87.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.7125,4.3675,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.6625,"USDINR"
"3018","OPTCUR","GBPINR","OPTION","26-Jun-2024",98.5000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",6.705,8.77,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",7.7375,"GBPINR"
"3029","OPTCUR","GBPINR","OPTION","26-Jun-2024",99.2500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.955,8.02,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.9875,"GBPINR"
"3038","OPTCUR","GBPINR","OPTION","26-Jun-2024",99.7500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.4575,7.5225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.49,"GBPINR"
"3046","OPTCUR","GBPINR","OPTION","26-Jun-2024",100.0000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"3180","OPTCUR","GBPINR","OPTION","26-Jun-2024",102.2500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",2.96,5.02,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.99,"GBPINR"
"3285","OPTCUR","GBPINR","OPTION","26-Jun-2024",103.0000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",2.2175,4.2675,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.2425,"GBPINR"
"3299","OPTCUR","GBPINR","OPTION","26-Jun-2024",103.5000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.74,3.76,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.75,"GBPINR"
"3319","OPTCUR","GBPINR","OPTION","26-Jun-2024",103.7500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0525,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0175,"GBPINR"
"3084","OPTCUR","GBPINR","OPTION","26-Jun-2024",101.2500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",3.9575,6.0225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.99,"GBPINR"
"3349","OPTCUR","GBPINR","OPTION","26-Jun-2024",105.0000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.525,2.22,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.3725,"GBPINR"
"3436","OPTCUR","GBPINR","OPTION","26-Jun-2024",106.7500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.6975,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.3275,"GBPINR"
"12285","OPTCUR","JPYINR","OPTION","26-Jun-2024",60.7500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"JPYINR"
"3030","OPTCUR","GBPINR","OPTION","26-Jun-2024",99.2500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"3286","OPTCUR","GBPINR","OPTION","26-Jun-2024",103.0000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.015,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.005,"GBPINR"
"3039","OPTCUR","GBPINR","OPTION","26-Jun-2024",99.7500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"3300","OPTCUR","GBPINR","OPTION","26-Jun-2024",103.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.035,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0125,"GBPINR"
"3541","OPTCUR","GBPINR","OPTION","26-Jun-2024",108.7500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0575,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.02,"GBPINR"
"4700","OPTCUR","JPYINR","OPTION","26-Jun-2024",54.7500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.015,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.005,"JPYINR"
"8388","OPTCUR","JPYINR","OPTION","26-Jun-2024",58.5000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"JPYINR"
"3988","OPTCUR","JPYINR","OPTION","26-Jun-2024",53.2500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.41,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1925,"JPYINR"
"6613","OPTCUR","JPYINR","OPTION","26-Jun-2024",57.0000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"JPYINR"
"13736","OPTCUR","JPYINR","OPTION","26-Jun-2024",62.2500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"JPYINR"
"13760","OPTCUR","USDINR","OPTION","26-Jun-2024",77.7500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.3825,6.0375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.71,"USDINR"
"13772","OPTCUR","USDINR","OPTION","26-Jun-2024",78.7500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.3825,5.0375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.71,"USDINR"
"13817","OPTCUR","USDINR","OPTION","26-Jun-2024",81.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13824","OPTCUR","USDINR","OPTION","26-Jun-2024",82.5000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",3,1,1000,0.0025,"US Dollars","","","","",0.64,1.285,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.9625,"USDINR"
"13847","OPTCUR","USDINR","OPTION","26-Jun-2024",85.2500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.465,2.12,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.7925,"USDINR"
"13952","OPTCUR","USDINR","OPTION","26-Jun-2024",86.2500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.4625,3.1175,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.79,"USDINR"
"3169","OPTCUR","GBPINR","OPTION","26-Jun-2024",101.7500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"GBPINR"
"3373","OPTCUR","GBPINR","OPTION","26-Jun-2024",105.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.5525,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.2525,"GBPINR"
"3552","OPTCUR","GBPINR","OPTION","26-Jun-2024",109.2500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",2,4.035,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.0175,"GBPINR"
"3925","OPTCUR","JPYINR","OPTION","26-Jun-2024",51.2500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0075,"JPYINR"
"5380","OPTCUR","JPYINR","OPTION","26-Jun-2024",55.2500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"11005","OPTCUR","JPYINR","OPTION","26-Jun-2024",59.0000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"JPYINR"
"13740","OPTCUR","JPYINR","OPTION","26-Jun-2024",62.7500,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"JPYINR"
"13789","OPTCUR","USDINR","OPTION","26-Jun-2024",79.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"13832","OPTCUR","USDINR","OPTION","26-Jun-2024",83.5000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",43964,1,1000,0.0025,"US Dollars","","","","",0.0025,0.225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0725,"USDINR"
"13999","OPTCUR","USDINR","OPTION","26-Jun-2024",87.0000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.2125,3.8675,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.305,"USDINR"
"3980","OPTCUR","JPYINR","OPTION","26-Jun-2024",52.7500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.5175,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.255,"JPYINR"
"13734","OPTCUR","JPYINR","OPTION","26-Jun-2024",62.0000,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"JPYINR"
"3486","OPTCUR","GBPINR","OPTION","26-Jun-2024",108.2500,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.0975,3.0125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.055,"GBPINR"
"4699","OPTCUR","JPYINR","OPTION","26-Jun-2024",54.5000,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.985,2.2,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.5925,"JPYINR"
