Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size
CDS,cde_fo,EURINR,1127,OPTCUR,PE,94.75,EURINR,EURINR22DEC23P94.75,EURINR 22nd DEC 94.75 PE,2023-12-22,1,0.0025
CDS,cde_fo,USDJPY,1128,OPTCUR,CE,138,USDJPY,USDJPY29JAN24C138,USDJPY JAN24 138 CE,2024-01-29,1,0.01
CDS,cde_fo,EURINR,1129,OPTCUR,CE,84,EURINR,EURINR26JUN24C84,EURINR JUN24 84 CE,2024-06-26,1,0.0025
CDS,cde_fo,EURINR,1130,OPTCUR,PE,84.75,EURINR,EURINR27FEB24P84.75,EURINR FEB24 84.75 PE,2024-02-27,1,0.0025
CDS,cde_fo,EURINR,1133,OPTCUR,CE,94.75,EURINR,EURINR29DEC23C94.75,EURINR 29th DEC 94.75 CE,2023-12-29,1,0.0025
CDS,cde_fo,GBPINR,1134,OPTCUR,CE,111.5,GBPINR,GBPINR16FEB24C111.5,GBPINR 16th FEB24 111.5 CE,2024-02-16,1,0.0025
CDS,cde_fo,GBPINR,1135,OPTCUR,CE,98.75,GBPINR,GBPINR23FEB24C98.75,GBPINR 23rd FEB24 98.75 CE,2024-02-23,1,0.0025
CDS,cde_fo,EURINR,1136,OPTCUR,PE,97.25,EURINR,EURINR09FEB24P97.25,EURINR 9th FEB24 97.25 PE,2024-02-09,1,0.0025
CDS,cde_fo,EURINR,1138,OPTCUR,CE,97.25,EURINR,EURINR27FEB24C97.25,EURINR FEB24 97.25 CE,2024-02-27,1,0.0025
CDS,cde_fo,EURINR,1139,OPTCUR,PE,97.25,EURINR,EURINR27FEB24P97.25,EURINR FEB24 97.25 PE,2024-02-27,1,0.0025
CDS,cde_fo,EURUSD,1143,OPTCUR,CE,1.215,EURUSD,EURUSD27FEB24C1.215,EURUSD FEB24 1.215 CE,2024-02-27,1,0.0001
CDS,cde_fo,JPYINR,1145,FUTCUR,XX,-1,JPYINR,JPYINR29MAY24F,JPYINR MAY24 FUT,2024-05-29,1,0.0025
CDS,cde_fo,USDINR,1146,FUTCUR,XX,-1,USDINR,USDINR29MAY24F,USDINR MAY24 FUT,2024-05-29,1,0.0025
CDS,cde_fo,JPYINR,1147,FUTCUR,XX,-1,JPYINR,JPYINR27DEC23F,JPYINR DEC FUT,2023-12-27,1,0.0025
CDS,cde_fo,EURINR,1148,OPTCUR,PE,84,EURINR,EURINR26JUN24P84,EURINR JUN24 84 PE,2024-06-26,1,0.0025
CDS,cde_fo,USDJPY,1149,OPTCUR,PE,138,USDJPY,USDJPY29JAN24P138,USDJPY JAN24 138 PE,2024-01-29,1,0.01
CDS,cde_fo,USDINR,1151,FUTCUR,XX,-1,USDINR,USDINR27DEC23F,USDINR DEC FUT,2023-12-27,1,0.0025
CDS,cde_fo,EURINR,1152,OPTCUR,PE,94.75,EURINR,EURINR29DEC23P94.75,EURINR 29th DEC 94.75 PE,2023-12-29,1,0.0025
CDS,cde_fo,EURINR,1153,OPTCUR,CE,94.75,EURINR,EURINR05JAN24C94.75,EURINR 5th JAN24 94.75 CE,2024-01-05,1,0.0025
CDS,cde_fo,GBPINR,1154,OPTCUR,PE,111.5,GBPINR,GBPINR16FEB24P111.5,GBPINR 16th FEB24 111.5 PE,2024-02-16,1,0.0025
CDS,cde_fo,JPYINR,1155,OPTCUR,CE,50.25,JPYINR,JPYINR16FEB24C50.25,JPYINR 16th FEB24 50.25 CE,2024-02-16,1,0.0025
CDS,cde_fo,EURINR,1156,OPTCUR,CE,84.25,EURINR,EURINR26JUN24C84.25,EURINR JUN24 84.25 CE,2024-06-26,1,0.0025
CDS,cde_fo,EURINR,1159,OPTCUR,PE,84.25,EURINR,EURINR26JUN24P84.25,EURINR JUN24 84.25 PE,2024-06-26,1,0.0025
CDS,cde_fo,EURINR,1162,OPTCUR,CE,84.5,EURINR,EURINR26JUN24C84.5,EURINR JUN24 84.5 CE,2024-06-26,1,0.0025
CDS,cde_fo,EURINR,1163,OPTCUR,PE,94.75,EURINR,EURINR05JAN24P94.75,EURINR 5th JAN24 94.75 PE,2024-01-05,1,0.0025
CDS,cde_fo,JPYINR,1164,OPTCUR,CE,55.25,JPYINR,JPYINR27MAR24C55.25,JPYINR MAR24 55.25 CE,2024-03-27,1,0.0025
CDS,cde_fo,EURINR,1165,OPTCUR,CE,94.5,EURINR,EURINR12JAN24C94.5,EURINR 12th JAN24 94.5 CE,2024-01-12,1,0.0025
CDS,cde_fo,USDJPY,1166,OPTCUR,CE,161.5,USDJPY,USDJPY27DEC23C161.5,USDJPY DEC 161.5 CE,2023-12-27,1,0.01
CDS,cde_fo,EURINR,1167,OPTCUR,PE,94.5,EURINR,EURINR12JAN24P94.5,EURINR 12th JAN24 94.5 PE,2024-01-12,1,0.0025
CDS,cde_fo,EURINR,1168,OPTCUR,CE,83.5,EURINR,EURINR27MAR24C83.5,EURINR MAR24 83.5 CE,2024-03-27,1,0.0025
CDS,cde_fo,EURINR,1169,OPTCUR,CE,94.75,EURINR,EURINR12JAN24C94.75,EURINR 12th JAN24 94.75 CE,2024-01-12,1,0.0025
CDS,cde_fo,JPYINR,1172,OPTCUR,PE,50.25,JPYINR,JPYINR16FEB24P50.25,JPYINR 16th FEB24 50.25 PE,2024-02-16,1,0.0025
CDS,cde_fo,GBPINR,1177,OPTCUR,PE,98.75,GBPINR,GBPINR23FEB24P98.75,GBPINR 23rd FEB24 98.75 PE,2024-02-23,1,0.0025
CDS,cde_fo,EURINR,1179,OPTCUR,PE,94.75,EURINR,EURINR12JAN24P94.75,EURINR 12th JAN24 94.75 PE,2024-01-12,1,0.0025
CDS,cde_fo,EURUSD,1181,OPTCUR,CE,1.21,EURUSD,EURUSD27MAR24C1.21,EURUSD MAR24 1.21 CE,2024-03-27,1,0.0001
CDS,cde_fo,EURINR,1182,OPTCUR,PE,84.5,EURINR,EURINR26JUN24P84.5,EURINR JUN24 84.5 PE,2024-06-26,1,0.0025
CDS,cde_fo,EURINR,1183,OPTCUR,CE,84.75,EURINR,EURINR26JUN24C84.75,EURINR JUN24 84.75 CE,2024-06-26,1,0.0025
CDS,cde_fo,EURINR,1184,OPTCUR,PE,84.75,EURINR,EURINR26JUN24P84.75,EURINR JUN24 84.75 PE,2024-06-26,1,0.0025
CDS,cde_fo,EURINR,1185,OPTCUR,CE,85,EURINR,EURINR26JUN24C85,EURINR JUN24 85 CE,2024-06-26,1,0.0025
CDS,cde_fo,EURINR,1186,OPTCUR,CE,94.25,EURINR,EURINR29JAN24C94.25,EURINR JAN24 94.25 CE,2024-01-29,1,0.0025
CDS,cde_fo,EURINR,1189,OPTCUR,PE,94.25,EURINR,EURINR29JAN24P94.25,EURINR JAN24 94.25 PE,2024-01-29,1,0.0025
CDS,cde_fo,USDJPY,1190,FUTCUR,XX,-1,USDJPY,USDJPY29MAY24F,USDJPY MAY24 FUT,2024-05-29,1,0.01
CDS,cde_fo,EURUSD,1191,OPTCUR,PE,1.215,EURUSD,EURUSD27FEB24P1.215,EURUSD FEB24 1.215 PE,2024-02-27,1,0.0001
CDS,cde_fo,EURINR,1192,OPTCUR,CE,94.5,EURINR,EURINR29JAN24C94.5,EURINR JAN24 94.5 CE,2024-01-29,1,0.0025
CDS,cde_fo,EURINR,1193,OPTCUR,PE,94.5,EURINR,EURINR29JAN24P94.5,EURINR JAN24 94.5 PE,2024-01-29,1,0.0025
CDS,cde_fo,JPYINR,1194,OPTCUR,PE,55.25,JPYINR,JPYINR27MAR24P55.25,JPYINR MAR24 55.25 PE,2024-03-27,1,0.0025
CDS,cde_fo,USDJPY,1195,OPTCUR,CE,146,USDJPY,USDJPY27MAR24C146,USDJPY MAR24 146 CE,2024-03-27,1,0.01
