pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
15533,XX,cde_fo,OPTIRC,741GS2036,741GS203624MAY104.25CE,CE,741GS203624MAY104.25CE,,80,,,,,,25000,1,1401546600,1000,4,1.0425e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,325000,125000,1,1,2,0,0,1,0,1e+12,0,0,1250
15534,XX,cde_fo,OPTIRC,741GS2036,741GS203624MAY104.25PE,PE,741GS203624MAY104.25PE,,80,,,,,,25000,1,1401546600,1000,4,1.0425e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,3.1525e+07,2.6525e+07,1,1,2,0,0,1,0,1e+12,0,0,1250
15537,XX,cde_fo,OPTIRC,741GS2036,741GS203624MAY104.5CE,CE,741GS203624MAY104.5CE,,80,,,,,,25000,1,1401546600,1000,4,1.045e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,225000,75000,1,1,2,0,0,1,0,1e+12,0,0,1250
15538,XX,cde_fo,OPTIRC,741GS2036,741GS203624MAY104.5PE,PE,741GS203624MAY104.5PE,,80,,,,,,25000,1,1401546600,1000,4,1.045e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,3.395e+07,2.89e+07,1,1,2,0,0,1,0,1e+12,0,0,1250
15539,XX,cde_fo,OPTIRC,741GS2036,741GS203624MAY104.75CE,CE,741GS203624MAY104.75CE,,80,,,,,,25000,1,1401546600,1000,4,1.0475e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,150000,50000,1,1,2,0,0,1,0,1e+12,0,0,1250
8692,XX,cde_fo,OPTIRC,718GS2037,718GS203724DEC102.75PE,PE,718GS203724DEC102.75PE,,84,,,,,,25000,1,1419690600,1000,4,1.0275e+09,CDS,OPTIRC,1419690600,,1419690600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1419638400,1419690600,,,,,,315513000,0,1,0,1,0,4.03e+07,3.575e+07,1,1,2,0,0,1,0,1e+12,0,0,1250
8696,XX,cde_fo,OPTCUR,JPYINR,JPYINR2460752.5CE,CE,JPYINR2460752.5CE,,27,,,,,,25000,1,1402237800,1000,4,5.25e+08,CDS,OPTCUR,1402237800,,1402210800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1402185600,1402237800,,,,,,315513000,0,1,0,1,0,2.5575e+07,1.5125e+07,1,1,1,0,0,1,0,1e+12,1.25,0,10000
8697,XX,cde_fo,OPTCUR,JPYINR,JPYINR2460752.5PE,PE,JPYINR2460752.5PE,,27,,,,,,25000,1,1402237800,1000,4,5.25e+08,CDS,OPTCUR,1402237800,,1402210800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1402185600,1402237800,,,,,,315513000,0,1,0,1,0,3.7e+06,1.15e+06,1,1,1,0,0,1,0,1e+12,1.25,0,10000
8698,XX,cde_fo,OPTCUR,JPYINR,JPYINR2460752.75CE,CE,JPYINR2460752.75CE,,27,,,,,,25000,1,1402237800,1000,4,5.275e+08,CDS,OPTCUR,1402237800,,1402210800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1402185600,1402237800,,,,,,315513000,0,1,0,1,0,2.3425e+07,1.3425e+07,1,1,1,0,0,1,0,1e+12,1.25,0,10000
8699,XX,cde_fo,OPTCUR,JPYINR,JPYINR2460752.75PE,PE,JPYINR2460752.75PE,,27,,,,,,25000,1,1402237800,1000,4,5.275e+08,CDS,OPTCUR,1402237800,,1402210800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1402185600,1402237800,,,,,,315513000,0,1,0,1,0,4.475e+06,1.475e+06,1,1,1,0,0,1,0,1e+12,1.25,0,10000
15540,XX,cde_fo,OPTIRC,741GS2036,741GS203624MAY104.75PE,PE,741GS203624MAY104.75PE,,80,,,,,,25000,1,1401546600,1000,4,1.0475e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,3.6425e+07,3.1325e+07,1,1,2,0,0,1,0,1e+12,0,0,1250
15561,XX,cde_fo,OPTIRC,754GS2036,754GS203624MAY100.25CE,CE,754GS203624MAY100.25CE,,75,,,,,,25000,1,1401546600,1000,4,1.0025e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,2.5725e+07,2.0825e+07,1,1,2,0,0,1,0,1e+12,0,0,1250
15562,XX,cde_fo,OPTIRC,754GS2036,754GS203624MAY100.25PE,PE,754GS203624MAY100.25PE,,75,,,,,,25000,1,1401546600,1000,4,1.0025e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,725000,325000,1,1,2,0,0,1,0,1e+12,0,0,1250
15563,XX,cde_fo,OPTIRC,754GS2036,754GS203624MAY100.5CE,CE,754GS203624MAY100.5CE,,75,,,,,,25000,1,1401546600,1000,4,1.005e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,2.3375e+07,1.8625e+07,1,1,2,0,0,1,0,1e+12,0,0,1250
15564,XX,cde_fo,OPTIRC,754GS2036,754GS203624MAY100.5PE,PE,754GS203624MAY100.5PE,,75,,,,,,25000,1,1401546600,1000,4,1.005e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,1.025e+06,475000,1,1,2,0,0,1,0,1e+12,0,0,1250
15565,XX,cde_fo,OPTIRC,754GS2036,754GS203624MAY100.75CE,CE,754GS203624MAY100.75CE,,75,,,,,,25000,1,1401546600,1000,4,1.0075e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,2.11e+07,1.65e+07,1,1,2,0,0,1,0,1e+12,0,0,1250
15566,XX,cde_fo,OPTIRC,754GS2036,754GS203624MAY100.75PE,PE,754GS203624MAY100.75PE,,75,,,,,,25000,1,1401546600,1000,4,1.0075e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,1.375e+06,675000,1,1,2,0,0,1,0,1e+12,0,0,1250
15567,XX,cde_fo,OPTIRC,754GS2036,754GS203624MAY101CE,CE,754GS203624MAY101CE,,75,,,,,,25000,1,1401546600,1000,4,1.01e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,1.8875e+07,1.4475e+07,1,1,2,0,0,1,0,1e+12,0,0,1250
15568,XX,cde_fo,OPTIRC,754GS2036,754GS203624MAY101PE,PE,754GS203624MAY101PE,,75,,,,,,25000,1,1401546600,1000,4,1.01e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,1.85e+06,950000,1,1,2,0,0,1,0,1e+12,0,0,1250
15569,XX,cde_fo,OPTIRC,754GS2036,754GS203624MAY101.25CE,CE,754GS203624MAY101.25CE,,75,,,,,,25000,1,1401546600,1000,4,1.0125e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,1.6775e+07,1.2575e+07,1,1,2,0,0,1,0,1e+12,0,0,1250
15570,XX,cde_fo,OPTIRC,754GS2036,754GS203624MAY101.25PE,PE,754GS203624MAY101.25PE,,75,,,,,,25000,1,1401546600,1000,4,1.0125e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,2.4e+06,1.3e+06,1,1,2,0,0,1,0,1e+12,0,0,1250
15571,XX,cde_fo,OPTIRC,754GS2036,754GS203624MAY101.5CE,CE,754GS203624MAY101.5CE,,75,,,,,,25000,1,1401546600,1000,4,1.015e+09,CDS,OPTIRC,1401546600,,1401546600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1401494400,1401546600,,,,,,315513000,0,1,0,1,0,1.4775e+07,1.0825e+07,1,1,2,0,0,1,0,1e+12,0,0,1250
